NSN,rep_office,common_name,Description,Price,UI,AAC
7930013738844,General Products,AllPurpose Cleaner,"Concentrated and biobased, this general purpose cleaner/degreaser removes grease, oil, and dirt from bare and painted surfaces. Can be diluted to suit specific cleaning jobs. 36month maximum shelf life (extendable).",542.9,DR,H
7930013738845,General Products,AllPurpose Cleaner,"Concentrated and biobased, this general purpose cleaner/degreaser removes grease, oil, and dirt from bare and painted surfaces. Can be diluted to suit specific cleaning jobs. 36month maximum shelf life (extendable).",66.42,CN,H
7930013738848,General Products,AllPurpose Cleaner,"Concentrated and biobased, this general purpose cleaner/degreaser removes grease, oil, and dirt from bare and painted surfaces. Can be diluted to suit specific cleaning jobs. 36month maximum shelf life (extendable).",59.32,BX,H
7930013738849,General Products,AllPurpose Cleaner,"Concentrated and biobased, this general purpose cleaner/degreaser removes grease, oil, and dirt from bare and painted surfaces. Can be diluted to suit specific cleaning jobs. 36month maximum shelf life (extendable).",61.23,BX,H
7930013788847,General Products,Cleaning Rack,Wall mounted wire rack kit holds two UltraFast jugs and one jug of Oasis concentrate for ease of mixing and dispensing of products. Can also be used for a product substation and hold two UltraFast jugs of diluted solution ready to use. Compatible with Eco,12.64,KT,H
7930013788931,General Products,Portable Jug,"Portable jug can be filled with diluted solution and taken wherever needed, creating multiple substations. Compatible with Ecolab Oasis Chemical Dispensing System.",4.03,EA,H
7930013795305,General Products,Dishwashing Compound,"Concentrated dishwashing compound in capsule form is capable of removing greasy, heavy duty soils from all types of dishes, glassware, pots, pans, and silverware. Compatible with Ecolab Solid Detergent Activator Dispensing System. 24month maximum shelf l",57.46,BX,H
7930013795378,General Products,Glass Cleaner,"Oasis 255SF Glass cleaner with an ammoniated formula that provides one step cleaning even in hard water.  Effective on grease, smoke film and hardened hair spray. 24month maximum shelf life (extendable).",39.97,BX,H
7930013795696,General Products,Floor Cleaner,"Ammoniated floor cleaner is ideal for daily cleaning and degreasing of quarry tile, concrete, and other hard surfaces. Compatible with Ecolab Oasis cleaning chemical dispensing system. 24month maximum shelf life (extendable).",39.15,BX,H
7930013795697,General Products,AllPurpose Floor Cleaner,"Concentrated, low foam, neutral floor cleaner will not dull highgloss finishes.  For use with autoscrubbers or mop and bucket. Compatible with the Command Center Cleaning Chemical Dispensing System. 24month maximum shelf life (extendable).",230.56,BX,H
7930013798719,General Products,Stainless Steel Polish,"Ready to use metal polish is designed for cleaning, polishing, and protecting stainless steel, chrome, and aluminum. Removes grease, fingerprints, and light soil and provide a thin, protective, waterresistant film that prevents rusting, corrosion, and di",74.98,BX,H
7930013804783,General Products,Absorbent Material,Absorbent material for oil and water soaks up to 90% of it's own weight. Low dusting clay granular absorbent comprised of 1020 percent amorphous silicates and 8090 percent fullers earth.,11.49,BG,H
7930013808341,General Products,Floor Wax Stripper,"The product is a concentrated heavy duty stripper.  It removes tough buildups and burnished finishes.  It is nonammoniated, phosphatefree and pleasantly scented.  Not for use on unsealed wood, cork, linoleum or painted surfaces.",478.88,DR,H
7930013808346,General Products,Toilet Bowl Cleaner,"Toilet bowl cleaner combines detergent and wetting agents, coupled with a phosphoric acid base. Eliminates rust, fine organic deposits and offensive odors from wash basins, bathtubs, shower stalls, drinking fountains, glazed tile, porcelain enamel, toilet",30.22,BX,H
7930013808350,General Products,Floor Finish,"Plaza Plus Sealer or equal is a long lasting, high gloss sealer/finish formulated for care of stone floors. It is capable of being used on multiple stone substrates including, marble, granite, slate, terrazzo, quarry, tile, brick, unglazed ceramic, and Me",81.39,BX,H
7930013808361,General Products,Cleaner and Degreaser,"Concentrated multipurpose colloid cleaner effectively removes builtup grease, oil, and soil from ferrous and nonferrous metals.  Noncaustic, nonfuming, and nonflammable. Containes no phosphates, nitrates, enzymes, sulfates, sulfonates, or silicates. ",369.28,DR,H
7930013808363,General Products,Floor Finish,"Durable floor finish intended for use in heavy foot traffic areas on vinyl, vinyl composition, vinyl asbestos, asphalt tile, rubber, and linoleum. It resists scuffing, black heel marks, scarring, dirt penetration and rubber marks. Not for use on wood or c",747.24,DR,H
7930013808365,General Products,Floor Gloss Restorer,"Spray Buff maintainer produces a brilliant shine while removing scuff, scratches, groundin dirt and black heel marks. 24month maximum shelf life (extendable).",65.76,BX,H
7930013808381,General Products,Floor Stripper,"Concentrated heavy duty stripper. Removes tough buildups and burnished finishes. Nonammoniated, phosphatefree and pleasantly scented.  Not for use on unsealed wood, cork, linoleum or painted surfaces. 24month maximum shelf life (extendable).",55.23,CO,H
7930013808387,General Products,Floor Finish,"Durable floor finish intended for use in heavy foot traffic areas on vinyl, vinyl composition, vinyl asbestos, asphalt tile, rubber, and linoleum. It resists scuffing, black heel marks, scarring, dirt penetration and rubber marks. Not for use on wood or c",78.12,CO,H
7930013808402,General Products,Floor Finish Restorer,"Concentrated liquid floor finish is a touch up restorer designed to maintain highgloss floor finishes between stripping without leaving a streak, powder or discoloration. When properly applied, finish will resist scruffs, scratches, and black heel marks.",58.96,CN,H
7930013808406,General Products,Floor Finish,"Show Place is a finish for spray buffing. Brilliant, longlasting gloss finish for the ultimate in prestige floors has 25 percent solids formula. Use on all resilient floors including vinyl, vinyl composition, vinyl asbestos, asphalt tile, rubber, and lin",98.04,CN,H
7930013808437,General Products,Furniture Polish,"Formulated to clean, wax, polish, moisturize and protect wood furniture and other types of surfaces. 24month maximum shelf life (extendable).",35,BX,H
7930013808438,General Products,Floor Wax Stripper,"Deeppenetrating, fastacting stripper that dissolves multiple coats of floor finish, without scrubbing. Residue easily mops up or wet vacuums, so rinsing is not required (although one rinsing is recommended for best results). Citrus fragrance. 24month m",63.47,CN,H
7930013808447,General Products,Floor Finish,"Durable floor finish intended for use in heavy foot traffic areas on vinyl, vinyl composition, vinyl asbestos, asphalt tile, rubber, and linoleum. It resists scuffing, black heel marks, scarring, dirt penetration and rubber marks. Not for use on wood or c",67.22,BX,H
7930013808450,General Products,Floor Finish,"Show Place is a finish for spray buffing. Brilliant, longlasting gloss finish for the ultimate in prestige floors has 25 percent solids formula. Use on all resilient floors including vinyl, vinyl composition, vinyl asbestos, asphalt tile, rubber, and lin",83.4,BX,H
7930013808455,General Products,Floor Finish,"Slipresistant, waterbased emulsion, acrylic copolymer produces a drybright finish for high durability with low maintenance; metalinterlock. Levels, recoats and blends well with existing finish. 24month maximum shelf life (extendable).",74.31,CN,H
7930013808469,General Products,Floor Wax Stripper,"Concentrated heavy duty stripper. Removes tough buildups and burnished finishes. Nonammoniated, phosphatefree and pleasantly scented.  Not for use on unsealed wood, cork, linoleum or painted surfaces. 24month maximum shelf life (extendable).",48.38,BX,H
7930013808487,General Products,Furniture Polish,"Sprayon wipeoff, nowax furniture polish designed to remove dust, soil and surface wax buildup. 24month maximum shelf life (extendable).",21.07,BX,H
7930013808492,General Products,Floor Finish,"A highsolids, nonbuff, metalinterlock floor finish for use on all types of resilient tile floors, terrazzo and sealed wood or cork floors. Durable long lasting finish is resistant to black heel marks, scuffing, powdering and water spills. 24month maxim",533.47,DR,H
7930013808495,General Products,Disinfectant,"Disinfectant/virucide formulated to meet rigid hospital standards while leaving a pleasant honeysuckle scent. It helps control crossinfection by killing a broad range of gram positive and negative bacteria, viruses and fungi. 24month maximum shelf life ",29.61,BX,H
7930013808500,General Products,Floor Finish,"Plaza Plus Sealer or equal is a long lasting, high gloss sealer/finish formulated for care of stone floors. It is capable of being used on multiple stone substrates including, marble, granite, slate, terrazzo, quarry, tile, brick, unglazed ceramic, and Me",107.71,CO,H
7930013808501,General Products,Floor Sealer,High gloss water based urethane fortified concrete sealer. Resist traffic and wear with excellent stain resistance. Meets ASTM D2047 requirements for slip resistance. 24month maximum shelf life (extendable).,146.37,CN,H
7930013808513,General Products,Floor Wax,"Water emulsion floor polish produces a brilliant, clear and longlasting shine on all types of resilient floors and eliminates the need for sealing and restoring. Resists scuffing and dirt penetration. 24month maximum shelf life (extendable).",89.47,CO,H
7930013808514,General Products,Floor Stripper,Concentrated floor stripper is solvent based and fast acting. Low foam formulation requires no flood rinse or neutralizer. Designed for use on resilient flooring. 24month maximum shelf life (extendable).,60.1,BX,H
7930013809028,General Products,Cleaning Lubricant,Fast drying penetrating spray lubricant for use in aviation applications. Lubricant displaces moisture and provides a thin (0.0001 inch)protective film for corrosion prevention. Uses a nonflammable propellant and will spray upside down. 24month maximum ,152.85,BX,H
7930013812704,General Products,Floor Finish,"A highsolids, nonbuff, metalinterlock floor finish for use on all types of resilient tile floors, terrazzo and sealed wood or cork floors. Durable long lasting finish is resistant to black heel marks, scuffing, powdering and water spills. 24month maxim",56.12,CO,H
7930013812730,General Products,Floor Sealer,"Readytouse liquid underseal and floor conditioner is suitable for use on resilient tile, cement, and terrazzo. Effectively seals and protects floor surfaces and resists water and scuff marks. 24month maximum shelf life (extendable).",50.61,CN,J
7930013813349,General Products,Furniture Polish,Cleans and polishes furniture leaving a protective shield to resist smears and fingerprints. 24month maximum shelf life (extendable).,71.53,BX,H
7930013813359,General Products,Glass Cleaner,"Readytouse, nonstreaking, nonfilming glass and surface cleaner that contains ammonia. Suitable for cleaning stainless steel, chrome, porcelain, ceramic tile, Plexiglas, Formica counters, mirrors, plastic, vinyl, tabletops, and glass. Effectively remov",68.08,BX,H
7930013813360,General Products,Toilet Bowl Cleaner,"Readytouse, concentrated toilet bowl clear is an effervescing, specially formulated blend of enzymes and detergents. Premeasured packets effectively dissolves organic wastes and urinary salts. 24month maximum shelf life (extendable).",66.44,BX,H
7930013813378,General Products,Bathroom Cleaner,"Ready to use nonacid bathroom cleaner is a germicide cleaner, disinfectant and deodorant. For use in toilet bowls and on all washable restroom surfaces. 24month maximum shelf life (extendable).",30.95,BX,H
7930013813385,General Products,Cleaner and Degreaser,"Concentrated multipurpose cleaner/degreaser and dispersant is water based. Capable of dispersing and emulsifying most petroleum based products. Capable of removing mold, mildew, algae, waterline scum and other related problems. 24month maximum shelf li",80.21,CN,J
7930013813396,General Products,Floor Finish,"Versatile floor coating combines polymer with synthetic waxes to produce a product that is fast drying with a wet look appearance. For use with all equipment speeds, from low to UHS. Recommended for all floors that will tolerate a waterbased floor finish",67.38,BX,H
7930013813407,General Products,Glass Cleaner,"Aerosol foam glass cleaner ready to use for cleaning and polishing of glass surfaces, plastics, ceramics, chrome, painted surfaces and stainless steel. Dissolves grease, surface smears, finger marks and soil. 24month maximum shelf life (extendable).",59.89,BX,H
7930013813442,General Products,AllPurpose Cleaner,"Multipurpose, mildly corrosive acid cleaner that clings to sides and upper surfaces of toilets and other soiled and rusty surfaces. It reacts chemically to dissolve rust, scale and organic stains. Effective on chrome, nickel, zinc plate, aluminum, brass,",84.49,BX,H
7930013813443,General Products,Cleaner and Degreaser,"Concentrated multipurpose cleaner/degreaser and dispersant is water based. Capable of dispersing and emulsifying most petroleum based products. Capable of removing mold, mildew, algae, waterline scum and other related problems. 24month maximum shelf li",523.6,DR,J
7930013813444,General Products,AllPurpose Cleaner,"Multipurpose, mildly corrosive acid cleaner that clings to sides and upper surfaces of toilets and other soiled and rusty surfaces. It reacts chemically to dissolve rust, scale and organic stains. Effective on chrome, nickel, zinc plate, aluminum, brass,",110.34,BX,H
7930013813491,General Products,Furniture Polish,"Furniture polish effectively protects wood furniture and other surfaces. Picks up dust, shines, and polishes all in one step. Leaves no polish or waxy buildup and adds a likenew sheen to cabinets, paneling, baseboards, vinyl, leather, and fine wood furni",38.22,BX,H
7930013813499,General Products,Glass Cleaner,"Biobased, readytouse, nonstreaking, nonfilming glass and surface cleaner that contains ammonia. Suitable for cleaning stainless steel, chrome, porcelain, ceramic tile, Plexiglas, Formica counters, mirrors, plastic, vinyl, tabletops, and glass. Effect",31.65,BX,H
7930013813508,General Products,Toilet Bowl Cleaner,"Viscous, acidic toilet bowl cleaner clings to vertical surfaces to clean, disinfect and deodorize. Effective against buildups of rust, stains, lime scale, hard water deposits, uric acid salts and other common minerals. 24month maximum shelf life (extend",47.61,BX,J
7930013815810,General Products,Glass Cleaner,"Glass cleaner is a nonstreaking, nonsmearing, and quick drying formulation that is suitable for use on on glass, mirrors, sinks, countertops, stainless steel, and other washable surfaces. 24month maximum shelf life (extendable).",47.99,BX,J
7930013815820,General Products,Bathroom Cleaner,"3M Twist 'n Fill Bathroom Cleaner #4L. Onestep disinfectant, cleaner, fungicide, mildew stat, virucide and deodorizer. The mild acid cleaner removes soap scum and scale from bathroom surfaces including plastic, porcelain, ceramic, fiberglass, floors and ",706.78,BX,H
7930013815826,General Products,Glass Cleaner,"3M Twist 'n Fill Glass Cleaner #1L. Nonstreaking cleaner for windows, glass and mirrors as well as stainless steel, chrome, aluminum, ceramic and plastic. Low flow for use in filling spray bottles. Each two liter bottle yields 30 readytouse gallons. Co",241.47,BX,H
7930013815834,General Products,GeneralPurpose Cleaner,"3M Twist 'n Fill GeneralPurpose Cleaner #8H. Highperformance, all purpose cleaner can be used to clean floors, walls and other nonporous surfaces. High flow for use in filling buckets. Each two liter bottle yields 35 readytouse gallons. Concentrated ",177.04,BX,H
7930013815897,General Products,Floor Cleaner,Norinse cleaner can be used in automatic scrubber or with mop to clean washable hard floors. Will not dull or damage floor finishes. High flow for use in filling buckets. Each two liter bottle yields 207 readytouse gallons. Concentrated heavy duty clea,231.02,BX,H
7930013815909,General Products,Stainless Steel Polish,"Metal polish cleans, brightens and protects stainless steel and other metals. Removes waterbased or oilbased soils, including grease, spots, spills and smudges. Resists finger marks, smudges, watermarks, soiling, and dust pickups. Leaves a clear protec",76.2,BX,H
7930013815917,General Products,Cleaner and Degreaser,"Versatile liquid washing agent that is a degreaser and oil emulsifier for industrial, oil field, marine and food industry use. Nonbutyl, nonhazardous, nontoxic and environmentally safe. Effective for use in tanks and barge compartments, bilges & engine",189.54,DR,H
7930013815936,General Products,Food Service Degreaser,"3M Twist 'n Fill Food Service Degreaser #7H. Cleaning compound removes food and oily soils from hard surfaces such as walls, floors, tables, and vinyl. Safe for stainless steel, ceramic tile, painted surfaces, chrome, plastic, and quarry tile. High flow f",377.59,BX,H
7930013815971,General Products,Cleaner and Degreaser,"Allpurpose, instant foaming cleaner for smudges, greasy spots, finger marks, stains, dirt, and dust problems. For use on all surfaces not affected by water, such as woodwork, metal painted surfaces, tile, painted surfaces, tile, and painted surfaces. Con",57.78,BX,H
7930013815997,General Products,MultiSurface Cleaner,"3M Twist 'n Fill MultiSurface Cleaner #2L. Formulated to remove grease, marks, soils and stains from both hard and soft surfaces; may be used on carpets and upholstery. Low flow for use in filling spray bottles. Each two liter bottle yields seven readyt",221.82,BX,H
7930013823723,General Products,Cleaning Compound,"Concentrated, water based, general purpose cleaning compound can be used for cleaning of oily and greasy soils including bilges and engines. 36month maximum shelf life (extendable).",55.65,BX,H
7930013829138,General Products,Toilet Cleaner/Deodorizer,"Each kit contains a 2.5 oz., nonpara, environmentally friendly cake. Toilet deodorizer clips under toilet bowl rim and activates every time you flush. Cleans toilet and deodorizes the bathroom. Nonpara is compliant with all state and federal regulations",74.64,BX,H
7930013837926,General Products,Degreaser,"Cuts heavy grease and soil quickly and completely on engines, mowers, shop machinery, condenser coils, tools and more. Ideal for degreasing concrete, asphalt driveways and equipment bays. This aqueousbased, readytouse degreaser contains no petroleum or",54.99,BX,H
7930013936638,General Products,Carpet Cleaner,"Concentrated odor counteractant destroys malodors instead of masking them. Use for general deodorizing, as an additive to cleaners and carpet shampoo, and space spraying. Effective against malodors associated with sewage, landfills, food plant wastes, ken",50.59,BX,H
7930013936667,General Products,Carpet And Room Deodorizer,"A blend of powders, perfumes and antistatic agents leave a fresh, clean odor wherever used. 24month maximum shelf life (extendable).",40,BX,H
7930013936747,General Products,MultiPurpose Germicidal Cleaner,"Comes in a trigger spray bottle. Industrial strength cleaner and disinfectant quickly cuts greasy, grimy soils, light rust, oil and tar. Kills HIV1 (AIDS virus), bacteria, salmonella and fungi. Perfect for cleaning, degreasing and disinfecting a wide var",40.58,BX,H
7930013936763,General Products,Battery Mat,Absorb and neutralize battery acid with this highly absorbent polypropylene needle punch felt mat. The porous fabric is treated with neutralizing agents and coated with a latex material.,295.19,BX,H
7930013971990,General Products,Defoamer,Silicated defoamer is designed to keep high detergent oils and greases from foaming in spray washers. The effective use concentration is 4 ounces per 50 gallons and has an immediate effect when added. 36month maximum shelf life (extendable).,92.13,GL,J
7930013980857,General Products,Toilet Bowl Cleaner,"Concentrated, nonacid restroom cleaner for use on all washable surfaces. Effectively cleans enamel, porcelain and tile and safely removes hard water deposits, scale, soap and film stains from bathroom fixtures. 24month maximum shelf life (extendable).",23.22,BX,H
7930013980858,General Products,Toilet Bowl Cleaner,"Concentrated, nonacid restroom cleaner for use on all washable surfaces. Effectively cleans enamel, porcelain and tile and safely removes hard water deposits, scale, soap and film stains from bathroom fixtures. 24month maximum shelf life (extendable).",24.81,BX,H
7930013980874,General Products,Floor Finish,"Clear acrylic polymer floor finish effectively seals and protects resilient flooring, concrete and terrazzo floors. Produces a durable gloss finish that is resistant to black heel makrs, scuffing, and dirt penetration. 24month maximum shelf life (extenda",36.42,BX,J
7930013980877,General Products,Floor Wax Stripper,"Concentrated, rinsefree stripper is designed to safely remove floor finish and wax. Contains wetting agents to prevent rapid drying and is nonammoniated and contains no phosphates. 36month maximum shelf life (extendable).",31.56,BX,J
7930013980882,General Products,AllPurpose Cleaner,"Safe D Orange is an allpurpose, concentrated, heavyduty cleaner, degreaser and deodorizer. A natural degreaser containing organic solvents derived from orange and citrus coupled with positive emulsion cleaners to create a cleaning product with unequaled",38.3,BX,H
7930013980938,General Products,AllPurpose Cleaner,"Power Green, Ability One product replaces NSN 7930013425317. Concentrated and biobased, this general purpose cleaner/degreaser removes grease, oil, and dirt from bare and painted surfaces. Can be diluted to suit specific cleaning jobs. 36month maximum",139.73,DR,H
7930013980943,General Products,AllPurpose Cleaner,"Citrus based cleaner/degreaser that safely emulsifies and removes grease, oil dirt, and grime from metal, plastic and wood surfaces. Safe for use on painted surfaces. 36month maximum shelf life (extendable).",53.2,BX,H
7930013980990,General Products,Floor Cleaner,"Readytouse cleaning and polishing compound is a burnishing gel that is stable, homogeneous and nonabrasive. Suitable for use on acrylic and urethane floor finishes, and on polyurethane coated wood floors. Will not soften the flooring or affect the top c",55.68,BX,H
7930013980992,General Products,Floor Finish,Highsolids floor finish is formulated to seal and finish with a high gloss at the same time. For use on both high speed and convential buffing on most floors. 36month maximum shelf life (extendable).,78.29,BX,H
7930013980994,General Products,Floor Finish,"Metalcross linked acrylic floor finish is designed for high traffic areas where frequent, damp mopping with alkaline cleaning solutions is performed. Readily removable with any ammoniated wax stripper. Resistant to blackmarking and powdering. 36month m",74.97,BX,J
7930013980997,General Products,Road/Sidewalk Salt,"Icemelter consists of pelleted calcium chloride. Great for sidewalks, driveways, or parking areas. Leaves no unsightly residue. Starts working instantly, even in subzero temperatures. Sprinkle lightly 24 ounces per square yard and remove melted slush i",31.07,CN,H
7930013981001,General Products,Cleaner and Degreaser,"Water based and environmentally safe, this cleaner easily emulsifies with water. Designes for cleaning grease, oil, tar asphalt, road dirt and other soils. Contains no petroleum distillates and is nonchlorinated, nonacid, noncaustic and noncorrosive. ",71.78,BX,H
7930013981006,General Products,Oven Cleaner,"Heavy foam oven cleaner clings to oven walls and racks and quickly dissolves oven grime. Penetrates and dissolves caked and burned food, grease and carbon deposits. Safe chemical action eliminates scrubbing, scraping and scouring. 24month maximum shelf l",36.61,BX,H
7930013981010,General Products,Stainless Steel Polish,"Nontoxic, easytouse, waterbased, stainless steel cleaner and polish. Does not contain acids, alkalies or abrasives that could harm or mar polished finish. Use on any type of stainless steel, architectural aluminum, chrome, brass, copper, and Plexiglas",71.82,BX,J
7930013981030,General Products,Toilet Bowl Cleaner,"Thickened readytouse nonacid toilet bowl, urinal cleaner and deodorizer designed to penetrate and rapidly remove scale, stains, and scum.  Contains no chlorine or harsh oxidizing bleach and will not fade or discolor tile, fabrics, carpeting, etc.  Impa",73.06,BX,H
7930013982473,General Products,Air Duster,"This dust blaster delivers a concentrated blast of air that removes dust from office and computer equipment without damaging sensitive parts or electronics. The 100 percent ozonesafe office duster is triggeroperated with a spray nozzle. Dispenses pure, ",25.81,BX,H
7930013992718,General Products,Floor Finish,"Highly durable floor finish dries quickly to a bright wetlook shine leaving a slip resistant finish. Each coat dries twice as fast as ordinary finishes. Contains a builtin sealer and requires no buffing; however, it can be buffed with any speed machine.",58.89,BX,H
7930013992720,General Products,Drain Odor Control,"Box contains 12, 1quart containers. General purpose detergent is a nonacid, nonalkaline drain maintainer and waste digester. Digests malodors, stains and waste from humans, grease, food and other organic matter. Enclosed measuring cup provides the exac",55.65,BX,H
7930013995275,General Products,Metal Polish,"Box of contains 12, 14ounce aerosol cans. Metal polish is formulated with natural citrus oils and provides an antitarnish. Cleans, shines and protects brass, stainless, aluminum and chrome. Contains a nonabrasive jewelers rouge to safely remove tarnish",73.81,BX,H
7930014062203,General Products,"Keyboard, Mouse and Trackball Cleaner","Keep your computer accessories in good working order with this computer cleaning kit.  Safe for use in removing surface contaminants from mouse, keyboard, trackball, and monitors. System consists of: one antistatic multisurface cleaner, 4 oz; one gas du",9.27,KT,H
7930014070163,General Products,Bathroom Cleaner,"Lime and scale cleaner removes mineral deposits and soap scum from hard surfaces. Use in areas which typically accumulate deposits of lime, scale, iron stains and uric salt.",50.56,BX,H
7930014108562,General Products,Floor Finish,Carefree Ultra Finish is an easytoapply floor finish/sealer that is formulated to work with any maintenance method and equipment on all types of floors. Responds beautifully to conventional highspeed or UHS maintenance procedures. Recommended for use o,89.7,CN,H
7930014118931,General Products,Desk and Office Cleaner,"Aerosol foam cleaner with a lemon scent is suitable to clean desk tops, cabinets, business machines, painted surfaces, office furniture and luggage. Removes dust, ink smudges and fingerprints without leaving oily or sticky residues and without streaking. ",49.11,BX,H
7930014120535,General Products,"Laundry Detergent, Liquid","Concentrated biobased liquid laundry detergent packaged with a dispensing pump for accurate dispensing.  Formulated to be safe for all fabrics and work in all water temperatures.  Suitable for use in laundry, vehicle washing, floor mopping and as a spray ",57.86,BX,H
7930014120968,General Products,Carpet Cleaner,"Liquid biodegradable carpet steamcleaner shampoo is a fastdrying, lowfoam concentrate. Ideal for hot water extraction or ""bonnet"" method cleaning. Optical brighteners enhance the beauty of cleaned carpets. Thin, slightlyamber liquid with a lemon fragr",58.95,BX,H
7930014120982,General Products,Liquid Deicer,"Readytouse aerosol, liquid deicer and defroster for windshields, headlights, and doors of autos, trucks, buses and trains. Quickly thaws frozen locks. Contains a highly effective corrosion inhibitor to prevent rusting of automobiles and other ferrous su",79.59,BX,H
7930014120984,General Products,Road/Sidewalk Deicer,"Ice melting pellets quickly melt ice and snow on steps, sidewalks, driveways, parking lots and loading docks. Pellets contain concentrated ingredients that release 37 percent more heat than ordinary calcium chloride compounds.",79.36,DR,H
7930014120988,General Products,AllPurpose Cleaner,"Heavyduty concentrated liquid cleaner and degreaser quickly cleans dirt and grease from a variety of surfaces including woodwork, chrome, stainless steel, terrazzo, white sidewall tires, floors, walls, oven, machinery, mirrors, and light fixtures, Specia",45.47,BX,H
7930014120990,General Products,AllPurpose Cleaner,"Box contains 12, 20oz aerosol containers. Aerosol cleaning compound has a heavyduty clinging foam for quick and easy degreasing. Removes grease, oil and grime from engines, parts, machinery and spots from concrete floors. Also removes grease and brake d",70.63,BX,H
7930014120993,General Products,Floor Cleaner,"Heavyduty cleaner and wax stripper with a clinging foam. Removes tough soil, dirt, and wax buildup from hard surfaces. For use on vinyl, ceramic, tile, stainless steel, and chrome with a floor machine or a hand pad for heavyduty cleaning. 24month maxim",56.07,BX,H
7930014120995,General Products,Glass Cleaner,"Readytouse, heavyduty glass cleaner that cuts through grease with ease. Nonsmearing formulation removes film, greasy fingerprints, bugs, lipstick and other soils found on glass. 36month maximum shelf life (extendable).",44.76,BX,H
7930014121022,General Products,Toilet Bowl Cleaner,Country Garden fragrance. Refill compatible with the Maintex NoTouch Toilet and Urinal Systems with a Country Garden fragrance. 24month maximum shelf life (extendable).,67.99,BX,H
7930014121033,General Products,Deodorizer,"3M Twist 'n Fill Deodorizer #13L. Fresh Scent. Longlasting rug and room freshener/deodorizer leaves a fresh, clean scent. Low flow for use in filing spray bottles. Each two liter bottle yields 30 readytouse gallons. Concentrated heavy duty cleaner for ",627.08,BX,H
7930014121034,General Products,Deodorizer,3M Twist 'n Fill Deodorizer #14L. Mountain Spice fragrance. Longlasting rug and room freshener/deodorizer leaves a clean scent. Low flow for use in filing spray bottles. Each two liter bottle yields 35 readytouse gallons. Concentrated heavy duty cleane,687.32,BX,H
7930014121036,General Products,Sanitizer and Cleaner,"3M Twist 'n Fill Sanitizer and Cleaner #16L. Multisurface sanitizer and cleaner for use on walls, floors and other hard, nonporous surfaces. Safe for sanitizing food contact surfaces. Low flow for use in filling spray bottles. Each two liter bottle yield",104.49,BX,H
7930014122377,General Products,Cleaner and Degreaser,"Concentrated heavyduty liquid cleaner is completely water soluble. Safe for use on copper, mild steels, admiralty brass, 304 and 316 stainless steels, plexiglas, HD polyethylene, HD polypropylene, PVC, fiberglass, Buna N, teflon and viton. Use in a steam",76.05,CN,H
7930014122383,General Products,Floor Finish,"Nonbuffing floor finish with high solids, acrylic copolymer, metal interlock, and drybright finish is designed for fast gloss buildup with fewer coats. Hard, clear coating is very durable and requires low maintenance. Easy to apply. Recoats and blends we",92.25,CN,H
7930014122386,General Products,Floor Finish,"Durable finish designed to provide a wet look with frequent UHS burnishing. This metalinterlock, acrylic copolymer finish resist scuffs and black heel marks. Finish applies easily, allows rapid recoat and levels with no streaks or mop trails. 24month ma",96.18,CN,H
7930014122394,General Products,Floor Wax Stripper,"Heavyduty, deeppenetrating, lowfoaming stripper designed to remove heavy buildup of most floor finishes, without the need for scrubbing. Waterbased formula contains no phosphates or irritating ammonia. Fastacting formula reduces time and labor. Rinse",61.31,BX,H
7930014122395,General Products,Floor Wax Stripper,"Heavyduty, deeppenetrating, lowfoaming stripper designed to remove heavy buildup of most floor finishes, without the need for scrubbing. Waterbased formula contains no phosphates or irritating ammonia. Fastacting formula reduces time and labor. Rinse",88.21,CN,H
7930014122401,General Products,Floor Sealer,"Slipresistant, wateremulsion, acrylic copolymer formulated to seal and fill pores on concrete, terazzo or resilient floors. Each coat dries in 2030 minutes. One gallon covers 20002500 square feet. 24month maximum shelf life (extendable).",127.63,CN,H
7930014122402,General Products,Floor Sealer,"Waterbased finish that is formulated especially for the maintenance of asphalt plank floor. This unique combination of acrylic polymers, plasticizers and black pigment penetrates, beautifies and protects the porous asphalt plank surface. Replaces the ""bl",94.38,CN,H
7930014122434,General Products,Road/Sidewalk Deicer,"Fastacting, longlasting, effective ice melter has deicing capabilities that result in a longerlasting residual coating action that goes beyond the current snow storm and is effective to 20 deg. F. Nontoxic and is less harmful to vegetation. The inhib",16.79,BX,H
7930014181104,General Products,Floor Cleaner,"Box contains two pails, that consist of 90, (1/2oz) packets in each pail for a total of 180. Can be used for daily cleaning of all resilient floor surfaces. Unique odor counteractant formulation and neutral pH provides a fresh, clean fragrance with a spa",54.43,BX,H
7930014181130,General Products,Glass Cleaner,"Concentrated window and hard surface cleaner effectively removes fingerprints, smoke film, hard water spots and other soils from surfaces not affected by acid. Contains no ammonia or butyl, and no rinsing is required. Dries without streaks and leaves no f",398.53,DR,H
7930014181145,General Products,Floor Cleaner,"Concentrated industrial strength cleaner can be applied by mop, brush, sprayer or automatic scrubbing machine. Phosphatefree formula requires no rinsing and leaves no residue. 24month maximum shelf life (extendable).",53.79,BX,J
7930014181151,General Products,Cleaner and Degreaser,Concentrated all purpose degreaser and cleaner is suitable for use in critical cleaning applications that require clean rinsing and fragrance/colorfree solutions. 36month maximum shelf life (extendable).,47.37,BX,H
